变量,变量名称,一级类别,二级类别,三级类别,来源模块,代码语言,时间窗口,来源函数,输入字段,缺失值取值,衍生过程
bank_txn_income_otherincome_category_health_max_56d,近56天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_health_max_56d
bank_txn_income_otherincome_category_health_max_7d,近7天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_health_max_7d
bank_txn_income_otherincome_category_health_max_84d,近84天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_health_max_84d
bank_txn_income_otherincome_category_health_max_consecutive_months,其他收入-医疗-最长连续月数,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,全历史/无固定窗口,category_max_consecutive_months,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_max_consecutive_months(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_max_consecutive_months
bank_txn_income_otherincome_category_health_max_consumption_rate_14d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近14天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近14天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_14d
bank_txn_income_otherincome_category_health_max_consumption_rate_168d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近168天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近168天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_168d
bank_txn_income_otherincome_category_health_max_consumption_rate_182d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近182天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近182天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_182d
bank_txn_income_otherincome_category_health_max_consumption_rate_28d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近28天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近28天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_28d
bank_txn_income_otherincome_category_health_max_consumption_rate_56d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近56天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近56天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_56d
bank_txn_income_otherincome_category_health_max_consumption_rate_7d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近7天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近7天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_7d
bank_txn_income_otherincome_category_health_max_consumption_rate_84d,其他收入-医疗-消费率,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近84天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近84天) -> bank_txn_income_otherincome_category_health_max_consumption_rate_84d
bank_txn_income_otherincome_category_health_max_daily_consumption_7d,近7天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_health_max_daily_consumption_7d
bank_txn_income_otherincome_category_health_mean_14d,近14天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_health_mean_14d
bank_txn_income_otherincome_category_health_mean_168d,近168天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_health_mean_168d
bank_txn_income_otherincome_category_health_mean_182d,近182天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_health_mean_182d
bank_txn_income_otherincome_category_health_mean_28d,近28天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_health_mean_28d
bank_txn_income_otherincome_category_health_mean_56d,近56天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_health_mean_56d
bank_txn_income_otherincome_category_health_mean_7d,近7天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_health_mean_7d
bank_txn_income_otherincome_category_health_mean_84d,近84天其他收入-医疗均值,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_health_mean_84d
bank_txn_income_otherincome_category_health_mean_consumption_rate_14d,其他收入-医疗-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近14天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近14天) -> bank_txn_income_otherincome_category_health_mean_consumption_rate_14d
bank_txn_income_otherincome_category_health_mean_consumption_rate_168d,其他收入-医疗-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近168天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近168天) -> bank_txn_income_otherincome_category_health_mean_consumption_rate_168d
bank_txn_income_otherincome_category_health_mean_consumption_rate_182d,其他收入-医疗-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近182天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近182天) -> bank_txn_income_otherincome_category_health_mean_consumption_rate_182d
bank_txn_income_otherincome_category_health_mean_consumption_rate_28d,其他收入-医疗-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近28天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近28天) -> bank_txn_income_otherincome_category_health_mean_consumption_rate_28d
